domain	last_responding_IP	server_ip	block_level	crawler_block_type	traceroute_block_type	block_status_code	lri_country	srv_country	lri_location_category	lri_comparison	lri_distance	merged_hops	min_diff	ref_ip	cdn_str	final_label
telebucaramanga.net.co	94.142.99.230	201.221.151.93	DNS	DNS-Unresolved	DNS-Unresolved	N/A	ES	CO	ELSEWHERE	FROM_CONTROL	FAR_FROM_SERVER	0	5	N/A	N/A	DNS-Middlebox-Blocking-Other
uticacsd.org	67.216.7.9	168.170.14.90	DNS	DNS-Unresolved	DNS-Unresolved	N/A	US	US	IN_COUNTRY_OF_REQUEST	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	N/A	DNS-Serverside-Blocking
kustar.ac.ae	154.54.40.110	192.58.29.44	TCP	NoResponse	TCP-PacketDrop	N/A	US	AE	ELSEWHERE	FROM_TEST	FAR_FROM_SERVER	0	3	74.120.19.26	CDN_False	TCP-Censorship
ku.ac.ae	154.54.40.110	192.58.29.44	TCP	NoResponse	TCP-PacketDrop	N/A	US	AE	ELSEWHERE	FROM_TEST	FAR_FROM_SERVER	0	3	74.120.19.26	CDN_False	TCP-Censorship
szabist.ac.ae	154.54.40.106	91.73.236.195	TCP	NoResponse	TCP-PacketDrop	N/A	US	AE	ELSEWHERE	FROM_TEST	FAR_FROM_SERVER	0	3	74.120.19.26	CDN_False	TCP-Censorship
nadra.gov.pk	149.14.125.90	115.186.143.222	HTTP	NoResponse	HTTP-NoTrace	N/A	US	PK	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
eluta.ca	69.167.128.137	67.227.241.204	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
whois.com	69.167.128.145	64.91.226.82	TCP	NoResponse	TCP-PacketDrop	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	TCP-Serverside-Blocking
supereva.it	151.7.80.67	213.209.17.209	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	IT	IT	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
libero.it	151.7.80.67	213.209.17.209	HTTP	NoResponse	HTTP-NoTrace	N/A	IT	IT	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
adview.online	66.198.70.2	104.18.63.48	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNSUPPORTED_BROWSER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
g2crowd.com	66.198.70.2	104.18.26.190	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
thememazing.com	66.198.70.2	104.24.102.51	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
ustreamix.su	66.198.70.2	104.18.54.175	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
onlinefreecourse.net	66.198.70.2	104.27.169.87	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
onlinecoursebay.com	66.198.70.2	104.24.104.101	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
techsabir.com	173.208.126.25	162.210.196.173	HTTP	Blockpage	HTTP-TracerouteComplete	429-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	HTTP-Serverside-Blocking
darkmp3.su	216.6.57.6	104.18.45.110	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.18.191.77	CDN_True	HTTP-Serverside-Blocking
yabancidizi.vip	216.6.87.42	104.26.13.19	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:CLOUDFLARE_Security	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.26.12.102	CDN_True	HTTP-Serverside-Blocking
origamitutorials.com	38.32.13.210	143.95.151.22	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	HTTP-Serverside-Blocking
azureegde.net	209.59.157.243	67.227.226.240	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
diycraftsdecors.com	209.59.157.243	67.227.226.240	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
vividseats.com	66.110.96.89	23.5.224.180	HTTP	Blockpage	HTTP-TracerouteComplete	405-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	23.10.142.217	CDN_True	HTTP-Serverside-Blocking
gozaida.com	216.239.62.171	216.239.32.21	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	34.120.10.192	CDN_True	HTTP-Serverside-Blocking
jackwithyou.in	216.239.62.171	216.239.32.21	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	34.120.10.192	CDN_True	HTTP-Serverside-Blocking
technicalking.co	173.208.126.21	162.210.196.171	HTTP	Blockpage	HTTP-TracerouteComplete	429-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	HTTP-Serverside-Blocking
darkville.tv	66.198.70.2	172.67.201.2	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
priceline.com.au	180.87.98.37	45.60.81.222	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT: Incapsula incident	SG	US	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	107.154.251.12	CDN_True	HTTP-Serverside-Blocking
betwinner1.com	5.254.68.202	213.183.44.9	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	RO	RU	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
braquopronos.com	66.198.70.2	172.67.214.169	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER:ABUSE_BLOCKED-BV	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
howtobetrendy.com	66.198.70.2	172.67.220.240	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
gupshupcorner.com	66.198.70.2	104.24.100.157	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER:ABUSE_BLOCKED-BV	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
photonpro.co.uk	172.253.71.165	34.102.136.180	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	34.120.10.192	CDN_True	HTTP-Serverside-Blocking
craigslist.org	208.82.237.138	208.82.237.129	HTTP	Blockpage	HTTP-TracerouteComplete	403-CRAIGSLIST	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
y-api.org	188.42.176.109	88.212.246.244	HTTP	Blockpage	HTTP-TracerouteComplete	200-Empty-page	LU	RU	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
ycapi.org	188.42.176.109	88.212.246.244	HTTP	Blockpage	HTTP-TracerouteComplete	200-Empty-page	LU	RU	ELSEWHERE	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
bankrollbucks.com	38.122.244.198	209.246.143.228	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	3	1	N/A	CDN_False	HTTP-Serverside-Blocking
netacuity.com	128.136.80.30	128.136.82.70	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
goeuro.com	66.198.70.2	172.67.169.157	HTTP	Blockpage	HTTP-TracerouteComplete	405-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
ziperto.com	216.6.87.42	104.27.144.41	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER:ABUSE_BLOCKED-BV	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.26.12.102	CDN_True	HTTP-Serverside-Blocking
mediaget.com	185.159.81.206	185.159.81.206	HTTP	Blockpage	HTTP-TracerouteComplete	200-Empty-page	ERR	ERR	ERR	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	HTTP-Serverside-Blocking
purplle.com	172.253.72.117	35.190.67.166	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	34.120.10.192	CDN_True	HTTP-Serverside-Blocking
uplod.net	66.198.70.2	104.28.14.127	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
ignite.org.pk	216.6.87.221	104.26.7.42	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:CLOUDFLARE_Security	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.26.12.102	CDN_True	HTTP-Serverside-Blocking
baocasino.com	66.198.70.2	104.18.27.55	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
iqbroker.co	66.198.155.18	185.117.134.17	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	PH	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	0	185.117.134.17	CDN_False	HTTP-Serverside-Blocking
hostingspeed.net	66.198.70.2	104.20.55.12	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER:ABUSE_BLOCKED-BV	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
br8856.com	66.198.70.2	104.28.23.99	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER: Incapsula incident	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
extratapeta.hu	81.183.3.24	195.228.152.196	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	HU	HU	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
psughooy.com	209.59.157.223	69.16.230.42	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
watchpk.pk	69.167.128.137	64.91.243.117	HTTP	Blockpage	HTTP-TracerouteComplete	200-Empty-page	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
wuaki.tv	150.222.65.31	54.72.114.46	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	IE	ELSEWHERE	FROM_TEST	FAR_FROM_SERVER	4	5	13.224.73.21	CDN_True	HTTP-Censorship
ticketmaster.com	38.104.44.122	151.101.66.87	HTTP	Blockpage	HTTP-TracerouteComplete	405-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	151.101.1.52	CDN_True	HTTP-Serverside-Blocking
michaels.com	66.110.96.89	23.10.142.217	HTTP	Blockpage	HTTP-TracerouteComplete	403-AKAMAI	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	23.10.142.217	CDN_True	HTTP-Serverside-Blocking
xbet-3.com	149.11.135.34	45.135.122.227	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	45.135.122.227	CDN_False	HTTP-Serverside-Blocking
xbet-5.com	149.11.135.34	45.135.122.227	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	45.135.122.227	CDN_False	HTTP-Serverside-Blocking
x-sport.mobi	149.11.135.34	45.135.122.227	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	45.135.122.227	CDN_False	HTTP-Serverside-Blocking
1xbet60.com	149.11.135.34	45.135.122.227	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	45.135.122.227	CDN_False	HTTP-Serverside-Blocking
1xbet61.com	149.11.135.34	45.135.122.227	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	45.135.122.227	CDN_False	HTTP-Serverside-Blocking
xbet-4.com	149.11.135.34	45.135.122.227	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	45.135.122.227	CDN_False	HTTP-Serverside-Blocking
xsport.mobi	149.11.135.34	45.135.122.227	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	US	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	45.135.122.227	CDN_False	HTTP-Serverside-Blocking
betwinner1.mobi	5.254.68.202	213.183.44.47	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	RO	RU	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
exness.com	192.80.17.94	45.60.78.64	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER: Incapsula incident	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	192.230.67.213	CDN_False	HTTP-Serverside-Blocking
wayfair.co.uk	209.85.252.237	35.204.162.176	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:Google_unusual_traffic	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	9	1	N/A	CDN_True	HTTP-Serverside-Blocking
beeimg.com	66.198.70.2	104.31.7.154	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
myspace.com	38.104.207.138	63.135.90.70	HTTP	Blockpage	HTTP-TracerouteComplete	410-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	HTTP-Serverside-Blocking
drupal.org	38.104.44.122	151.101.194.217	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	151.101.1.52	CDN_True	HTTP-Serverside-Blocking
ticketek.com.au	150.222.112.16	13.210.36.252	HTTP	Blockpage	HTTP-TracerouteComplete	405-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_True	HTTP-Serverside-Blocking
yabancidizi.org	66.198.70.2	104.27.179.78	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:CLOUDFLARE_Security	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
freeletics.com	52.93.128.236	34.246.37.7	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
menulog.com.au	4.16.52.155	45.60.108.17	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT: Incapsula incident	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_True	HTTP-Serverside-Blocking
sezonlukdizi.vip	66.198.70.2	172.67.181.15	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:CLOUDFLARE_Security	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
imeem.com	209.200.144.205	72.52.10.14	HTTP	Blockpage	HTTP-TracerouteComplete	410-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	72.52.10.14	CDN_False	HTTP-Serverside-Blocking
a53535.com	203.246.163.94	154.92.5.144	HTTP	Blockpage	HTTP-TracerouteComplete	406-OTHER	KR	SC	ELSEWHERE	FROM_CONTROL	CLOSE_TO_SERVER	2	1	N/A	CDN_False	HTTP-Serverside-Blocking
edsurge.com	3.13.31.214	3.13.31.214	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNSUPPORTED_BROWSER	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
axs.com	52.93.135.177	54.184.79.217	HTTP	Blockpage	HTTP-TracerouteComplete	456-OTHER	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
registrarcorp.com	216.6.87.221	104.26.8.40	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.26.12.102	CDN_True	HTTP-Serverside-Blocking
spectre.ai	66.198.70.2	172.67.7.94	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:CLOUDFLARE_Security	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
housedownload.com	37.1.200.4	37.1.205.233	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	NL	NL	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
iqoption.org	66.198.155.18	185.117.134.18	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:GEO_BLOCKED-Other	PH	ERR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	0	185.117.134.17	CDN_False	HTTP-Serverside-Blocking
dnspark.net	69.167.128.153	72.52.178.23	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
flamingmargarita.club	69.167.128.153	72.52.178.23	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
extramovies.wiki	69.167.128.153	72.52.178.23	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
adbtc.top	216.6.87.42	104.26.13.89	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER:ABUSE_BLOCKED-BV	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.26.12.102	CDN_True	HTTP-Serverside-Blocking
socialblade.com	66.198.70.2	172.67.73.48	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:CLOUDFLARE_Security	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
script-stack.com	66.198.70.2	172.67.173.230	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
dualmine.com	66.198.70.2	104.22.12.187	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
appsonwindows.com	216.6.87.221	104.26.6.229	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.26.12.102	CDN_True	HTTP-Serverside-Blocking
themeslide.com	66.198.70.2	104.28.23.173	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
miradetodo.net	216.6.57.6	104.26.4.139	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER:ABUSE_BLOCKED-BV	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	104.18.191.77	CDN_True	HTTP-Serverside-Blocking
offernation.com	62.115.59.7	140.82.0.40	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	ERR	US	ERR	FROM_CONTROL	CLOSE_TO_SERVER	3	1	N/A	CDN_False	HTTP-Serverside-Blocking
cairn-int.info	149.6.165.178	185.34.32.93	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	FR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	185.34.32.93	CDN_False	HTTP-Serverside-Blocking
cairn.info	149.6.165.178	185.34.32.93	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	FR	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	185.34.32.93	CDN_False	HTTP-Serverside-Blocking
appclick.co	173.208.126.25	199.115.116.162	HTTP	Blockpage	HTTP-TracerouteComplete	429-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
zifaaf.com	173.208.126.25	199.115.116.162	HTTP	Blockpage	HTTP-TracerouteComplete	429-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
3pati.in	52.93.10.95	18.139.57.94	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	5	1	54.251.99.37	CDN_True	HTTP-Serverside-Blocking
cumb.net	77.220.165.192	194.1.236.159	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	RU	RU	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_False	Inconclusive
gifng.com	66.198.70.2	172.67.149.3	HTTP	Blockpage	HTTP-TracerouteComplete	521-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
mivaldi.com	66.198.70.2	104.27.162.208	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
futureblog2338.com	162.144.240.11	67.20.64.35	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER: Incapsula incident	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
redstation.com	130.180.202.11	62.233.121.75	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	GB	GB	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	HTTP-Serverside-Blocking
nzxt.com	150.222.242.179	35.164.133.186	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
omio.com	66.198.70.2	104.18.14.166	HTTP	Blockpage	HTTP-TracerouteComplete	405-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
careerone.com.au	66.198.70.2	172.67.7.122	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
youmeandtrends.com	66.198.70.2	104.18.49.232	HTTP	Blockpage	HTTP-TracerouteComplete	200-Empty-page	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	0	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
adkengage.com	149.6.128.82	68.66.248.44	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	0	1	68.66.248.44	CDN_False	HTTP-Serverside-Blocking
