domain	last_responding_IP	server_ip	block_level	crawler_block_type	traceroute_block_type	block_status_code	lri_country	srv_country	lri_location_category	lri_comparison	lri_distance	merged_hops	min_diff	ref_ip	cdn_str	final_label
xl-gaytube.com	203.135.5.69	66.254.114.70	HTTP	Blockpage	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
easyporn.xxx	203.135.5.69	88.208.60.185	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
myhentaigallery.com	221.120.200.3	104.22.55.208	HTTP	Blockpage	HTTP-TracerouteComplete	525-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
fancentro.com	203.135.5.69	31.192.113.173	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
balletforadults.com	58.65.165.42	35.209.224.53	HTTP	Blockpage	HTTP-PacketDrop	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	4	104.18.191.77	CDN_True	HTTP-Censorship
diceplatform.com	52.93.69.35	52.218.63.28	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	12	1	63.34.153.185	CDN_True	HTTP-Serverside-Blocking
channelpronetwork.com	221.120.200.3	104.27.153.163	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
novapointofsale.com	221.120.200.3	35.209.18.71	HTTP	Blockpage	HTTP-PacketDrop	403-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
studienett.no	221.120.200.3	172.67.73.180	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
recipe.com	52.93.69.193	13.35.175.119	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	5	1	N/A	CDN_True	HTTP-Serverside-Blocking
fashionphile.com	27.111.228.132	104.16.206.46	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER:ABUSE_BLOCKED-BV	SG	US	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.140.115	CDN_True	HTTP-Serverside-Blocking
snakkle.com	108.170.228.197	146.148.40.132	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	9	1	35.184.135.239	CDN_True	HTTP-Serverside-Blocking
tsyndicate.com	213.239.203.194	136.243.69.157	HTTP	Blockpage	HTTP-RST	204-OTHER	DE	DE	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
doodhwali.xxx	203.135.5.69	66.115.130.65	HTTP	RST	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
eslprintables.com	221.120.200.3	104.26.12.38	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNCAUGHT:CLOUDFLARE_Security	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
bullprime.com	221.120.200.3	104.27.149.3	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:CLOUDFLARE_Security	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
loxone.com	87.230.112.5	62.138.185.185	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	DE	DE	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_True	HTTP-Serverside-Blocking
grubhub.com	203.135.5.69	151.101.1.160	HTTP	Blockpage	HTTP-PacketDrop	200-UNCAUGHT:GEO_BLOCKED-Other	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	104.18.191.77	CDN_True	HTTP-Censorship
beeg.party	221.120.200.3	104.27.130.7	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
freecallinc.com	52.93.135.179	54.68.119.136	HTTP	RST	HTTP-TracerouteComplete	N/A	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
sexyescortslahore.com	110.93.252.146	148.163.122.24	HTTP	Blockpage	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	93.93.51.223	CDN_False	HTTP-Censorship
dcassetcdn.com	52.93.69.199	13.35.175.42	HTTP	Blockpage	HTTP-TracerouteComplete	403-AMAZON-CLOUDFRONT	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	5	1	N/A	CDN_True	HTTP-Serverside-Blocking
beardoholic.com	221.120.200.3	172.67.154.235	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
ogaan.com	52.95.67.180	3.7.49.75	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	5	1	3.6.118.31	CDN_True	HTTP-Serverside-Blocking
young-pussy.org	203.135.5.69	204.155.148.231	HTTP	RST	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
xhamster2.com	203.135.5.69	88.208.18.131	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
wallpapers.party	199.80.53.28	199.80.53.28	HTTP	Blockpage	HTTP-TracerouteComplete	200-Empty-page	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	HTTP-Serverside-Blocking
see.xxx	110.93.252.146	172.64.166.12	HTTP	RST	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
hdsexmovies.xxx	203.135.5.69	88.208.60.190	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
fastxxxpicssearch.com	221.120.200.3	104.18.46.141	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
onlineads.pk	63.143.63.230	192.169.82.14	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	0	N/A	CDN_False	HTTP-Serverside-Blocking
indian-xnxx.pro	110.93.252.190	162.251.110.134	HTTP	RST	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	192.230.83.244	CDN_False	HTTP-Censorship
dobbyporn.com	203.135.5.69	88.208.52.154	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
code.org	52.93.69.197	13.35.176.220	HTTP	Blockpage	HTTP-TracerouteComplete	200-UNSUPPORTED_BROWSER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	5	1	N/A	CDN_True	HTTP-Serverside-Blocking
coop.co.uk	213.144.176.232	45.60.99.85	HTTP	Blockpage	HTTP-PacketDrop	403-OTHER: Incapsula incident	ERR	US	ERR	FROM_TEST	N/A	0	3	188.42.166.60	CDN_False	Inconclusive
camvideos.tv	203.135.5.69	185.216.140.30	HTTP	Blockpage	HTTP-RST	N/A	PK	ERR	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
indianxxxvideo.org	110.93.252.198	172.64.172.13	HTTP	Blockpage	HTTP-RST	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
turbobit.net	203.135.5.69	5.45.76.184	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
serious-cash.com	203.135.5.69	199.80.54.249	HTTP	Blockpage	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
02c9.cn	100.100.101.5	154.216.66.71	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	ERR	ERR	ERR	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
lovepanky.com	203.135.5.69	158.106.185.156	HTTP	Blockpage	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
asianpornsushi.com	203.135.5.69	109.206.161.117	HTTP	Blockpage	HTTP-PacketDrop	N/A	PK	ERR	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
pornojenny.com	221.120.200.3	104.27.167.92	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
pelicanmarsh.com	134.0.219.214	204.232.167.144	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	OM	US	ELSEWHERE	FROM_TEST	N/A	2	5	95.179.201.122	CDN_False	Inconclusive
hotocean.com	110.93.252.198	172.64.98.21	HTTP	RST	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
bigolive.tv	203.135.5.69	164.90.117.42	HTTP	NoResponse	HTTP-PacketDrop	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
keezmovies.com	62.115.153.243	66.254.114.182	HTTP	RST	HTTP-TracerouteComplete	N/A	ERR	US	ERR	FROM_TEST	N/A	0	1	66.254.114.68	CDN_False	Inconclusive
cherrychocolate.us	66.198.111.193	23.249.172.209	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	1	N/A	CDN_False	HTTP-Serverside-Blocking
ladsblue.com	172.16.36.134	192.243.59.13	HTTP	Blockpage	HTTP-PacketDrop	N/A	ERR	US	ERR	FROM_TEST	N/A	0	2	203.99.62.82	CDN_False	Inconclusive
incestflix.club	110.93.252.198	104.31.3.182	HTTP	Blockpage	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
newsserve.net	221.120.200.3	104.27.179.157	HTTP	Blockpage	HTTP-TracerouteComplete	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
isubsmovies.com	221.120.200.3	104.28.2.99	HTTP	NoResponse	HTTP-TracerouteComplete	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
proxy.pictures	221.120.200.3	104.28.24.16	HTTP	Blockpage	HTTP-TracerouteComplete	525-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
hotnakedmoms.com	110.93.252.190	109.206.164.182	HTTP	Blockpage	HTTP-PacketDrop	N/A	PK	ERR	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	192.230.83.244	CDN_False	HTTP-Censorship
hotornot.com	110.93.252.172	159.253.176.75	HTTP	Blockpage	HTTP-TracerouteComplete	N/A	PK	GB	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	93.93.51.223	CDN_False	HTTP-Censorship
badoo.com	110.93.252.172	159.253.176.75	HTTP	Blockpage	HTTP-RST	N/A	PK	GB	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	93.93.51.223	CDN_False	HTTP-Censorship
hotgirlclub.com	110.93.255.168	78.140.128.133	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	192.230.83.244	CDN_False	HTTP-Censorship
eshopsartoriarossi.it	52.93.69.29	34.246.178.165	HTTP	Blockpage	HTTP-TracerouteComplete	403-CLOUDFRONT	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	12	1	63.34.153.185	CDN_True	HTTP-Serverside-Blocking
itr2010.org	110.93.252.190	50.62.37.1	HTTP	RST	HTTP-PacketDrop	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	192.230.83.244	CDN_False	HTTP-Censorship
dscgirls.vip	110.93.252.172	104.27.203.88	HTTP	RST	HTTP-TracerouteComplete	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
zooredtube.com	110.93.252.172	104.27.203.88	HTTP	Blockpage	HTTP-TracerouteComplete	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
nookthem.com	110.93.252.172	104.27.203.88	HTTP	RST	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
eteenporn.com	221.120.200.3	104.27.182.82	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
infinixmobility.com	52.93.69.111	52.48.216.105	HTTP	Blockpage	HTTP-TracerouteComplete	404-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	12	1	63.34.153.185	CDN_True	HTTP-Serverside-Blocking
tenor.co	27.111.228.34	151.101.2.217	HTTP	RST	HTTP-TracerouteComplete	N/A	SG	US	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	151.101.1.52	CDN_True	HTTP-Serverside-Blocking
attn.tv	52.93.28.180	52.216.141.91	HTTP	Blockpage	HTTP-RST	404-OTHER	US	US	SAME_AS_SERVER	FROM_TEST	CLOSE_TO_SERVER	6	1	3.230.82.190	CDN_True	HTTP-Serverside-Blocking
trackedweb.net	54.239.4.85	143.204.201.100	HTTP	Blockpage	HTTP-TracerouteComplete	403-AMAZON-CLOUDFRONT	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	5	1	N/A	CDN_True	HTTP-Serverside-Blocking
amateurscrush.com	221.120.200.3	104.27.135.52	HTTP	Blockpage	HTTP-TracerouteComplete	403-OTHER:ABUSE_BLOCKED-CAPTCHA	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
megatube.xxx	110.93.252.198	172.64.197.3	HTTP	Blockpage	HTTP-RST	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
schoolofsquirt.com	203.135.5.69	194.1.147.17	HTTP	Blockpage	HTTP-RST	N/A	PK	GB	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	167.86.100.201	CDN_False	HTTP-Censorship
letmejerk.com	221.120.200.3	172.67.68.168	HTTP	Blockpage	HTTP-TracerouteComplete	525-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
hotdesigirlsfuck.com	221.120.200.3	172.67.166.173	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
titan.co.in	62.67.23.222	104.125.17.108	HTTP	Blockpage	HTTP-TracerouteComplete	403-AKAMAI	GB	US	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	1	1	2.16.218.18	CDN_True	HTTP-Serverside-Blocking
de-sexy-tube.ru	110.93.252.190	178.62.235.237	HTTP	Blockpage	HTTP-RST	N/A	PK	NL	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	192.230.83.244	CDN_False	HTTP-Censorship
nucleearrivearly.pro	150.222.115.59	13.227.130.82	HTTP	Blockpage	HTTP-TracerouteComplete	504-OTHER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	4	1	N/A	CDN_True	HTTP-Serverside-Blocking
hqtube.xxx	119.63.136.181	162.254.188.144	HTTP	RST	HTTP-PacketDrop	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	4	93.93.51.223	CDN_False	HTTP-Censorship
locanto.fr	203.135.5.69	104.18.171.52	HTTP	Blockpage	HTTP-PacketDrop	403-OTHER:CLOUDFLARE_Security	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	104.18.191.77	CDN_True	HTTP-Censorship
inkedmag.com	203.135.5.69	151.101.130.98	HTTP	RST	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	3	104.18.191.77	CDN_True	HTTP-Censorship
xbooru.com	110.93.252.172	104.31.4.175	HTTP	Blockpage	HTTP-RST	N/A	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	FAR_FROM_SERVER	0	2	104.27.140.115	CDN_True	HTTP-Censorship
desixxxpics.com	221.120.200.3	104.27.136.26	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
futureblog2338.com	27.111.229.74	107.154.155.193	HTTP	Blockpage	HTTP-TracerouteComplete	503-OTHER: Incapsula incident	SG	US	ELSEWHERE	FROM_TEST	CLOSE_TO_SERVER	0	1	107.154.155.193	CDN_False	HTTP-Serverside-Blocking
xnxx2019.live	221.120.200.3	172.67.133.237	HTTP	Blockpage	HTTP-TracerouteComplete	520-OTHER	PK	US	IN_COUNTRY_OF_REQUEST	FROM_TEST	CLOSE_TO_SERVER	0	1	104.27.145.211	CDN_True	HTTP-Serverside-Blocking
tecta.ch	213.144.176.232	217.26.52.33	HTTP	Blockpage	HTTP-PacketDrop	404-OTHER	ERR	CH	ERR	FROM_TEST	N/A	0	3	188.42.166.60	CDN_False	Inconclusive
compliancesigns.com	66.252.3.172	69.39.232.189	HTTP	Blockpage	HTTP-PacketDrop	200-UNSUPPORTED_BROWSER	US	US	SAME_AS_SERVER	FROM_CONTROL	CLOSE_TO_SERVER	0	2	N/A	CDN_False	HTTP-Serverside-Blocking
secureconv-ec.com	52.95.67.208	13.127.41.195	HTTP	Blockpage	HTTP-TracerouteComplete	200-Empty-page	US	US	SAME_AS_SERVER	LRI_NOT_FOUND_ANYWHERE	N/A	N/A	-1	N/A	CDN_True	Inconclusive
